eudract_number,arms,controlled,crossover,double_blind,open,parallel_group,randomised,single_blind
2014-001718-25,2+,Yes,No,Yes,No,No,Yes,No
2014-001718-25,2+,Yes,No,Yes,No,No,Yes,No
2014-001718-25,2+,Yes,No,Yes,No,No,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001750-42,2+,Yes,Yes,No,Yes,Yes,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-001824-32,2+,Yes,No,Yes,No,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002009-40,2+,Yes,Yes,No,Yes,No,Yes,No
2014-002249-22,2+,Yes,No,No,Yes,No,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002273-11,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002446-47,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002446-47,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002446-47,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002446-47,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002446-47,2+,Yes,No,No,Yes,Yes,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002476-92,2+,Yes,No,No,Yes,No,Yes,No
2014-002854-37,2+,Yes,No,No,No,Yes,Yes,No
2014-002987-34,2+,Yes,No,Yes,No,Yes,Yes,No
2014-002987-34,2+,Yes,No,Yes,No,Yes,Yes,No
2014-002987-34,2+,Yes,No,Yes,No,Yes,Yes,No
2014-002987-34,2+,Yes,No,Yes,No,Yes,Yes,No
2014-002987-34,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003150-13,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003231-19,2+,Yes,No,No,Yes,No,Yes,No
2014-003282-19,2+,Yes,No,No,Yes,Yes,Yes,No
2014-003282-19,2+,Yes,No,No,Yes,Yes,Yes,No
2014-003282-19,2+,Yes,No,No,Yes,Yes,Yes,No
2014-003282-19,2+,Yes,No,No,Yes,Yes,Yes,No
2014-003282-19,2+,Yes,No,No,Yes,Yes,Yes,No
2014-003282-19,2+,Yes,No,No,Yes,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003626-40,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003655-66,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003746-27,,No,Yes,No,Yes,No,Yes,No
2014-003746-27,,No,Yes,No,Yes,No,Yes,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003850-15,,No,No,No,Yes,No,No,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-003878-16,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004599-49,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004599-49,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004599-49,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004599-49,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004599-49,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004599-49,2+,Yes,No,Yes,No,Yes,Yes,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004697-41,2+,No,No,No,Yes,No,No,No
2014-004780-21,1,No,No,No,No,No,No,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-004944-37,2+,Yes,Yes,Yes,No,No,Yes,No
2014-005164-15,string,No,No,No,Yes,No,No,No
2014-005199-27,2+,Yes,No,Yes,No,No,Yes,No
2014-005199-27,2+,Yes,No,Yes,No,No,Yes,No
2014-005199-27,2+,Yes,No,Yes,No,No,Yes,No
2014-005199-27,2+,Yes,No,Yes,No,No,Yes,No
2014-005199-27,2+,Yes,No,Yes,No,No,Yes,No
2014-005330-58,1,No,No,No,Yes,No,No,No
2014-005330-58,1,No,No,No,Yes,No,No,No
2014-005486-75,2+,Yes,Yes,No,Yes,No,Yes,No
2014-005486-75,2+,Yes,Yes,No,Yes,No,Yes,No
2014-005486-75,2+,Yes,Yes,No,Yes,No,Yes,No
2014-005486-75,2+,Yes,Yes,No,Yes,No,Yes,No
2014-005486-75,2+,Yes,Yes,No,Yes,No,Yes,No
2014-005595-28,1,No,No,No,Yes,No,No,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2014-005603-25,2+,Yes,No,No,Yes,No,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000340-42,2+,Yes,No,Yes,No,Yes,Yes,No
2015-000357-20,2+,No,No,No,Yes,No,Yes,No
2015-000357-20,2+,No,No,No,Yes,No,Yes,No
2015-000357-20,2+,No,No,No,Yes,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-000735-32,2+,Yes,No,Yes,No,No,Yes,No
2015-001112-35,1,No,No,No,No,No,No,No
2015-001112-35,1,No,No,No,No,No,No,No
2015-001112-35,1,No,No,No,No,No,No,No
2015-001112-35,1,No,No,No,No,No,No,No
2015-001112-35,1,No,No,No,No,No,No,No
2015-001456-29,2+,Yes,No,Yes,No,No,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001476-22,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001641-89,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001683-20,2+,No,No,No,Yes,Yes,Yes,No
2015-001785-26,string,No,No,No,Yes,No,No,No
2015-001785-26,string,No,No,No,Yes,No,No,No
2015-001785-26,string,No,No,No,Yes,No,No,No
2015-001785-26,string,No,No,No,Yes,No,No,No
2015-001785-26,string,No,No,No,Yes,No,No,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-001975-30,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002212-32,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002222-40,2+,Yes,No,Yes,No,No,Yes,No
2015-002222-40,2+,Yes,No,Yes,No,No,Yes,No
2015-002222-40,2+,Yes,No,Yes,No,No,Yes,No
2015-002222-40,2+,Yes,No,Yes,No,No,Yes,No
2015-002365-34,2+,Yes,No,Yes,No,Yes,Yes,No
2015-002365-34,2+,Yes,No,Yes,No,Yes,Yes,No
2015-002365-34,2+,Yes,No,Yes,No,Yes,Yes,No
2015-002365-34,2+,Yes,No,Yes,No,Yes,Yes,No
2015-002365-34,2+,Yes,No,Yes,No,Yes,Yes,No
2015-002365-34,2+,Yes,No,Yes,No,Yes,Yes,No
2015-002505-11,2+,No,No,No,Yes,No,No,No
2015-002505-11,2+,No,No,No,Yes,No,No,No
2015-002505-11,2+,No,No,No,Yes,No,No,No
2015-002505-11,2+,No,No,No,Yes,No,No,No
2015-002505-11,2+,No,No,No,Yes,No,No,No
2015-002509-13,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002509-13,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002509-13,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002509-13,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002590-38,2+,Yes,No,Yes,No,No,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002894-39,2+,Yes,No,No,Yes,Yes,Yes,No
2015-002901-12,2+,Yes,No,No,Yes,No,Yes,No
2015-002901-12,2+,Yes,No,No,Yes,No,Yes,No
2015-002901-12,2+,Yes,No,No,Yes,No,Yes,No
2015-002901-12,2+,Yes,No,No,Yes,No,Yes,No
2015-002901-12,2+,Yes,No,No,Yes,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003007-38,2+,Yes,No,Yes,No,No,Yes,No
2015-003400-24,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003400-24,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003400-24,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003400-24,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003482-28,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003644-40,1,No,No,No,Yes,No,No,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003739-37,2+,Yes,No,No,Yes,Yes,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003869-28,2+,Yes,No,Yes,No,No,Yes,No
2015-003943-20,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003943-20,2+,Yes,No,Yes,No,Yes,Yes,No
2015-003943-20,2+,Yes,No,Yes,No,Yes,Yes,No
2015-004572-30,2+,Yes,No,Yes,No,Yes,Yes,No
2015-004572-30,2+,Yes,No,Yes,No,Yes,Yes,No
2015-004572-30,2+,Yes,No,Yes,No,Yes,Yes,No
2015-004703-23,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004703-23,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004703-23,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004703-23,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004703-23,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004722-34,2+,Yes,No,No,No,Yes,Yes,Yes
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004936-36,2+,Yes,No,No,Yes,Yes,Yes,No
2015-004998-33,null,No,No,No,Yes,No,No,No
2015-004998-33,null,No,No,No,Yes,No,No,No
2016-000081-33,string,No,No,No,Yes,No,No,No
2016-000285-28,2+,Yes,No,Yes,No,Yes,Yes,No
2016-000285-28,2+,Yes,No,Yes,No,Yes,Yes,No
2016-000285-28,2+,Yes,No,Yes,No,Yes,Yes,No
2016-000285-28,2+,Yes,No,Yes,No,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-000588-17,2+,Yes,No,No,Yes,Yes,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001018-76,2+,No,No,No,Yes,No,Yes,No
2016-001815-19,1,No,No,No,Yes,No,No,No
2016-001815-19,1,No,No,No,Yes,No,No,No
2016-001935-12,2+,Yes,No,No,Yes,Yes,Yes,No
2016-001935-12,2+,Yes,No,No,Yes,Yes,Yes,No
2016-001935-12,2+,Yes,No,No,Yes,Yes,Yes,No
2016-001935-12,2+,Yes,No,No,Yes,Yes,Yes,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002057-38,1,No,No,No,Yes,No,No,No
2016-002556-24,2+,No,No,No,Yes,No,No,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003092-22,2+,Yes,No,No,Yes,Yes,Yes,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-003653-15,2+,Yes,No,Yes,No,Yes,No,No
2016-004599-23,2+,Yes,No,Yes,No,No,Yes,No
2016-004599-23,2+,Yes,No,Yes,No,No,Yes,No
2016-004599-23,2+,Yes,No,Yes,No,No,Yes,No
