eudract_number,randomised,crossover,parallel_group,open,single_blind,double_blind,controlled,arms,active_comparator,placebo
2012-001547-46,Yes,No,No,Yes,No,No,Yes,1,Yes,No
2012-001547-46,Yes,No,No,Yes,No,No,Yes,1,Yes,No
2012-001547-46,No,No,No,Yes,No,No,Yes,1,Yes,No
2012-001547-46,Yes,No,No,Yes,No,No,Yes,1,Yes,No
2012-001547-46,Yes,No,No,Yes,No,No,Yes,1,Yes,No
2012-001548-23,No,No,No,Yes,No,No,No,1,No,
2012-001551-39,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001552-19,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001556-19,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001557-46,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001561-32,No,No,Yes,Yes,No,No,No,,No,No
2012-001563-78,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001565-33,No,Yes,No,Yes,No,No,Yes,2+,Yes,No
2012-001565-33,No,Yes,No,Yes,No,No,Yes,2+,Yes,No
2012-001565-33,No,Yes,No,Yes,No,No,Yes,2+,Yes,No
2012-001565-33,No,Yes,No,Yes,No,No,Yes,2+,Yes,No
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001568-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001570-29,No,No,No,No,No,No,No,1,No,No
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001571-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001573-93,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001573-93,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001573-93,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001573-93,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001573-93,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001574-28,Yes,No,Yes,Yes,No,No,No,2+,,
2012-001574-28,Yes,No,,Yes,No,No,No,2+,,
2012-001575-37,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001576-12,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001578-26,Yes,No,Yes,Yes,No,No,No,2+,No,No
2012-001580-68,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001580-68,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001580-68,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001580-68,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001580-68,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001580-68,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001581-15,No,No,No,Yes,No,No,No,2+,No,No
2012-001582-33,Yes,Yes,No,Yes,No,No,Yes,1,Yes,No
2012-001583-29,No,Yes,No,Yes,No,No,Yes,1,No,No
2012-001584-77,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001585-14,Yes,No,No,Yes,No,No,No,,No,No
2012-001586-32,No,No,No,No,No,No,No,,No,No
2012-001587-30,Yes,No,No,No,Yes,No,Yes,2+,No,Yes
2012-001589-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001591-11,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001592-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001594-93,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001596-36,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001597-29,,,,,,,No,,,
2012-001598-10,Yes,No,No,No,No,No,Yes,2+,Yes,No
2012-001599-12,No,No,No,Yes,No,No,No,1,No,No
2012-001600-38,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001601-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001609-25,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001610-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001611-23,Yes,No,No,No,No,Yes,Yes,2+,No,No
2012-001611-23,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001611-23,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001611-23,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001611-23,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001611-23,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001612-34,No,No,No,No,No,No,No,1,No,No
2012-001613-16,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001616-33,No,No,No,No,No,No,No,0,,
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001616-33,No,No,No,No,No,No,No,,No,No
2012-001618-40,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001618-40,Yes,No,Yes,Yes,No,No,No,2+,No,No
2012-001622-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001622-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001622-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001622-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001623-12,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,No,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,,
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001628-37,No,No,No,Yes,No,No,No,1,No,No
2012-001630-33,,,,,,,No,1,,
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001630-33,No,No,No,No,No,No,No,1,No,No
2012-001632-64,No,No,No,Yes,No,No,No,1,No,No
2012-001638-33,No,No,No,No,No,No,No,,No,No
2012-001639-29,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001640-22,No,No,No,Yes,No,No,No,,No,No
2012-001640-22,No,No,No,Yes,No,No,No,,No,No
2012-001640-22,No,No,No,Yes,No,No,No,,No,No
2012-001640-22,No,No,No,Yes,No,No,No,,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001642-17,No,No,No,Yes,No,No,No,1,No,No
2012-001643-51,No,No,No,Yes,No,No,No,1,No,No
2012-001643-51,No,No,No,Yes,No,No,No,1,No,No
2012-001643-51,No,No,No,Yes,No,No,No,1,No,No
2012-001643-51,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001644-21,No,No,No,Yes,No,No,No,1,No,No
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001645-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001646-18,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001650-26,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001651-39,No,No,No,Yes,No,No,No,1,,
2012-001653-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001658-24,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001658-24,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001658-24,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001658-24,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001658-24,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001661-32,No,No,No,Yes,No,No,No,1,No,No
2012-001665-33,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001666-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001666-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001666-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001668-31,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001669-34,No,No,No,Yes,No,No,Yes,1,,No
2012-001669-34,No,No,No,Yes,No,No,Yes,1,,No
2012-001670-28,Yes,No,Yes,No,No,Yes,No,2+,No,No
2012-001671-36,Yes,No,Yes,Yes,No,No,Yes,1,Yes,No
2012-001675-37,No,No,No,Yes,No,No,No,1,No,No
2012-001675-37,No,No,No,Yes,No,No,No,1,No,No
2012-001676-11,No,No,No,Yes,No,No,Yes,1,Yes,No
2012-001680-72,No,No,No,Yes,No,No,No,1,,
2012-001680-72,No,No,No,Yes,No,No,No,1,No,No
2012-001680-72,No,No,No,Yes,No,No,No,1,No,No
2012-001680-72,No,No,No,Yes,No,No,No,1,No,No
2012-001681-15,Yes,No,No,No,No,No,Yes,2+,No,Yes
2012-001681-15,Yes,No,No,No,No,No,Yes,2+,No,Yes
2012-001681-15,Yes,No,No,No,No,No,Yes,2+,No,Yes
2012-001681-15,Yes,No,No,No,No,No,Yes,2+,No,Yes
2012-001682-33,No,No,No,No,No,No,No,,No,No
2012-001683-29,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001685-15,No,No,No,No,No,No,No,1,,
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001689-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001690-84,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001690-84,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001690-84,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001690-84,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001690-84,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001690-84,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001699-12,No,No,No,,No,No,No,,,
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001700-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001704-38,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001705-24,No,No,No,No,No,No,No,1,No,No
2012-001708-39,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001709-26,Yes,No,No,No,No,Yes,Yes,,No,Yes
2012-001711-23,No,No,No,No,No,No,No,,No,No
2012-001711-23,No,No,No,Yes,No,No,No,,No,No
2012-001711-23,No,No,No,No,No,No,No,1,,
2012-001711-23,No,No,No,No,No,No,No,,No,No
2012-001711-23,No,No,No,No,No,No,No,,No,No
2012-001711-23,No,No,No,No,No,No,No,,No,No
2012-001716-30,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001718-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001723-12,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001725-26,No,No,No,No,No,No,No,1,No,No
2012-001729-28,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001729-28,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001730-33,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,Yes
2012-001730-33,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,Yes
2012-001730-33,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,Yes
2012-001730-33,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,Yes
2012-001730-33,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001733-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001749-42,No,No,No,Yes,No,No,No,1,,
2012-001751-38,No,No,No,Yes,No,No,No,1,No,No
2012-001755-40,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001757-21,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001757-21,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001757-21,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001760-30,,,,,,,No,1,,
2012-001766-15,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001767-71,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001767-71,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001767-71,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001767-71,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001767-71,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001768-31,No,No,No,No,No,No,No,1,,
2012-001769-34,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001769-34,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001770-29,No,No,No,Yes,No,No,No,1,No,No
2012-001771-36,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001772-11,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,No
2012-001777-86,No,No,No,No,No,No,No,,No,No
2012-001779-35,No,No,No,Yes,No,No,No,,No,No
2012-001781-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001786-32,,,,,,,No,1,,
2012-001789-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001790-86,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001790-86,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001791-11,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001791-11,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001809-24,No,No,No,No,No,No,No,,No,No
2012-001812-50,,,,,,,No,1,No,No
2012-001813-17,No,No,No,No,No,No,No,,No,No
2012-001814-41,Yes,No,Yes,No,No,No,Yes,2+,Yes,No
2012-001815-21,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001815-21,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001815-21,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001815-21,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001816-42,Yes,No,No,No,No,Yes,Yes,,Yes,No
2012-001818-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001818-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001818-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001818-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001820-36,Yes,No,No,No,No,No,Yes,2+,No,Yes
2012-001821-28,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001821-28,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001821-28,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001821-28,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001821-28,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001822-89,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2012-001824-36,Yes,No,No,No,No,No,Yes,2+,No,No
2012-001825-28,Yes,No,No,No,No,No,No,2+,No,No
2012-001826-84,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001827-11,Yes,No,No,No,Yes,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001828-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001829-27,No,No,No,No,No,No,No,0,No,No
2012-001829-27,No,No,No,No,No,No,No,0,No,No
2012-001829-27,No,No,No,No,No,No,No,0,No,No
2012-001829-27,No,No,No,No,No,No,No,0,No,No
2012-001831-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001831-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001831-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001831-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001831-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001831-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001834-33,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001834-33,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001836-72,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001836-72,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001849-41,Yes,No,No,Yes,No,No,Yes,2+,No,Yes
